,predicted,actual
1522,positive,neutral
1523,neutral,neutral
1524,neutral,neutral
1525,positive,positive
1526,neutral,neutral
1527,neutral,neutral
1528,negative,negative
1529,neutral,negative
1530,neutral,negative
1531,negative,positive
1532,neutral,neutral
1533,positive,positive
1534,neutral,positive
1535,positive,positive
1536,neutral,neutral
1537,positive,negative
1538,positive,positive
1539,negative,negative
1540,positive,positive
1541,positive,positive
1542,positive,positive
1543,neutral,neutral
1544,positive,positive
1545,neutral,neutral
1546,neutral,positive
1547,positive,positive
1548,positive,positive
1549,neutral,neutral
1550,negative,negative
1551,positive,positive
1552,negative,neutral
1553,positive,neutral
1554,positive,positive
1555,neutral,negative
1556,neutral,positive
1557,negative,negative
1558,neutral,neutral
1559,neutral,neutral
1560,positive,positive
1561,neutral,positive
1562,neutral,neutral
1563,positive,positive
1564,positive,positive
1565,neutral,positive
1566,positive,positive
1567,neutral,neutral
1568,neutral,positive
1569,neutral,positive
1570,neutral,neutral
1571,neutral,neutral
1572,positive,positive
1573,negative,negative
1574,positive,positive
1575,positive,positive
1576,neutral,negative
1577,neutral,neutral
1578,neutral,neutral
1579,neutral,positive
1580,positive,positive
1581,neutral,positive
1582,neutral,neutral
1583,positive,positive
1584,neutral,positive
1585,positive,positive
1586,neutral,positive
1587,neutral,neutral
1588,neutral,neutral
1589,positive,positive
1590,neutral,neutral
1591,negative,negative
1592,positive,positive
1593,neutral,neutral
1594,negative,positive
1595,neutral,positive
1596,neutral,neutral
1597,positive,positive
1598,neutral,neutral
1599,positive,positive
1600,neutral,neutral
1601,positive,neutral
1602,neutral,neutral
1603,neutral,neutral
1604,neutral,neutral
1605,neutral,neutral
1606,neutral,positive
1607,positive,positive
1608,positive,positive
1609,neutral,positive
1610,neutral,neutral
1611,neutral,positive
1612,negative,negative
1613,neutral,neutral
1614,positive,positive
1615,negative,neutral
1616,negative,negative
1617,negative,negative
1618,neutral,neutral
1619,neutral,neutral
1620,positive,positive
1621,neutral,neutral
1622,neutral,negative
1623,positive,positive
1624,neutral,neutral
1625,positive,positive
1626,neutral,neutral
1627,neutral,negative
1628,neutral,neutral
1629,positive,positive
1630,positive,positive
1631,positive,positive
1632,neutral,neutral
1633,neutral,positive
1634,neutral,positive
1635,negative,positive
1636,positive,neutral
1637,positive,positive
1638,neutral,positive
1639,positive,positive
1640,neutral,neutral
1641,positive,positive
1642,neutral,neutral
1643,neutral,negative
1644,neutral,neutral
1645,neutral,negative
1646,positive,positive
1647,positive,positive
1648,negative,negative
1649,positive,positive
1650,positive,positive
1651,positive,neutral
1652,neutral,positive
1653,negative,negative
1654,positive,positive
1655,neutral,neutral
1656,neutral,neutral
1657,positive,positive
1658,positive,positive
1659,neutral,neutral
1660,neutral,neutral
1661,positive,positive
1662,neutral,neutral
1663,positive,positive
1664,neutral,neutral
1665,positive,positive
1666,neutral,positive
1667,neutral,neutral
1668,positive,neutral
1669,positive,positive
1670,positive,positive
1671,negative,negative
1672,neutral,positive
1673,neutral,positive
1674,neutral,negative
1675,neutral,neutral
1676,neutral,neutral
1677,neutral,neutral
1678,negative,negative
1679,negative,neutral
1680,negative,neutral
1681,negative,negative
1682,neutral,positive
1683,positive,positive
1684,positive,positive
1685,positive,positive
1686,neutral,negative
1687,neutral,negative
1688,positive,positive
1689,neutral,positive
1690,negative,negative
1691,positive,positive
1692,neutral,positive
1693,neutral,positive
1694,positive,positive
1695,neutral,neutral
1696,positive,positive
1697,positive,positive
1698,positive,positive
1699,neutral,negative
1700,positive,positive
1701,positive,positive
1702,neutral,neutral
1703,neutral,neutral
1704,positive,positive
1705,neutral,neutral
1706,positive,neutral
1707,neutral,neutral
1708,neutral,neutral
1709,positive,neutral
1710,neutral,negative
1711,positive,positive
1712,neutral,positive
1713,neutral,negative
1714,neutral,neutral
1715,neutral,positive
1716,positive,positive
1717,neutral,neutral
1718,positive,positive
1719,negative,negative
1720,neutral,positive
1721,negative,positive
1722,negative,positive
1723,negative,positive
1724,positive,positive
1725,neutral,neutral
1726,positive,positive
1727,positive,positive
1728,neutral,positive
1729,positive,positive
1730,neutral,neutral
1731,neutral,neutral
1732,negative,negative
1733,negative,negative
1734,positive,positive
1735,neutral,positive
1736,neutral,positive
1737,neutral,neutral
1738,positive,positive
1739,positive,positive
1740,neutral,positive
1741,neutral,neutral
1742,positive,positive
1743,positive,positive
1744,neutral,neutral
1745,neutral,positive
1746,negative,positive
1747,negative,neutral
1748,neutral,positive
1749,negative,positive
1750,positive,positive
1751,neutral,neutral
1752,neutral,neutral
1753,neutral,negative
1754,neutral,neutral
1755,neutral,neutral
1756,positive,negative
1757,neutral,positive
1758,neutral,neutral
1759,negative,negative
1760,neutral,neutral
1761,neutral,neutral
1762,neutral,neutral
1763,neutral,positive
1764,neutral,neutral
1765,neutral,neutral
1766,positive,positive
1767,neutral,neutral
1768,neutral,positive
1769,positive,positive
1770,positive,positive
1771,negative,negative
1772,positive,positive
1773,neutral,negative
1774,positive,negative
1775,neutral,neutral
1776,neutral,neutral
1777,positive,positive
1778,neutral,negative
1779,neutral,neutral
1780,negative,negative
1781,neutral,positive
1782,negative,positive
1783,positive,positive
1784,positive,neutral
1785,neutral,neutral
1786,positive,neutral
1787,negative,neutral
1788,positive,positive
1789,neutral,neutral
1790,neutral,positive
1791,neutral,neutral
1792,neutral,neutral
1793,positive,positive
1794,negative,neutral
1795,positive,neutral
1796,positive,negative
1797,neutral,positive
1798,neutral,neutral
1799,neutral,negative
1800,positive,positive
1801,positive,negative
1802,positive,positive
1803,positive,positive
1804,positive,positive
1805,negative,negative
1806,positive,positive
1807,positive,positive
1808,neutral,neutral
1809,neutral,neutral
1810,neutral,neutral
1811,neutral,neutral
1812,neutral,negative
1813,positive,positive
1814,neutral,neutral
1815,neutral,neutral
1816,neutral,neutral
1817,neutral,neutral
1818,positive,positive
1819,neutral,neutral
1820,positive,positive
1821,neutral,neutral
1822,neutral,neutral
1823,negative,negative
1824,neutral,negative
1825,neutral,negative
1826,negative,negative
1827,neutral,neutral
1828,negative,positive
1829,neutral,negative
1830,neutral,neutral
1831,positive,neutral
1832,negative,positive
1833,neutral,neutral
1834,neutral,positive
1835,neutral,neutral
1836,neutral,neutral
1837,positive,positive
1838,neutral,neutral
1839,neutral,negative
1840,neutral,neutral
1841,positive,positive
1842,neutral,neutral
1843,neutral,negative
1844,positive,neutral
1845,negative,negative
1846,neutral,neutral
1847,neutral,positive
1848,neutral,neutral
1849,positive,neutral
1850,neutral,neutral
1851,negative,negative
1852,neutral,positive
1853,neutral,neutral
1854,neutral,neutral
1855,neutral,neutral
1856,positive,positive
1857,neutral,neutral
1858,positive,positive
1859,negative,neutral
1860,positive,positive
1861,neutral,negative
1862,positive,positive
1863,positive,neutral
1864,neutral,positive
1865,neutral,neutral
1866,positive,positive
1867,neutral,neutral
1868,neutral,neutral
1869,neutral,neutral
1870,positive,positive
1871,neutral,negative
1872,positive,neutral
1873,negative,neutral
1874,neutral,neutral
1875,negative,negative
1876,positive,positive
1877,neutral,negative
1878,neutral,neutral
1879,neutral,neutral
1880,negative,negative
1881,positive,neutral
1882,positive,positive
1883,neutral,neutral
1884,positive,positive
1885,neutral,neutral
1886,neutral,positive
1887,neutral,neutral
1888,positive,positive
1889,neutral,negative
1890,neutral,neutral
1891,neutral,neutral
1892,positive,neutral
1893,neutral,positive
1894,neutral,negative
1895,negative,negative
1896,positive,positive
1897,neutral,positive
1898,positive,positive
1899,neutral,neutral
1900,neutral,neutral
1901,positive,positive
1902,positive,negative
1903,neutral,neutral
1904,neutral,neutral
1905,neutral,neutral
1906,neutral,neutral
1907,negative,negative
1908,neutral,neutral
1909,neutral,neutral
1910,neutral,neutral
1911,negative,positive
1912,negative,neutral
1913,positive,positive
1914,neutral,neutral
1915,negative,positive
1916,positive,positive
1917,neutral,positive
1918,neutral,neutral
1919,neutral,neutral
1920,negative,positive
1921,positive,positive
1922,neutral,neutral
1923,neutral,positive
1924,negative,neutral
1925,neutral,positive
1926,negative,neutral
1927,neutral,neutral
1928,neutral,neutral
1929,neutral,neutral
1930,positive,positive
1931,positive,positive
1932,positive,neutral
1933,neutral,negative
1934,negative,neutral
1935,positive,positive
1936,neutral,positive
1937,positive,positive
1938,positive,positive
1939,positive,positive
1940,positive,positive
1941,neutral,neutral
1942,positive,neutral
1943,neutral,neutral
1944,neutral,neutral
1945,negative,neutral
1946,neutral,neutral
1947,neutral,neutral
1948,neutral,neutral
1949,neutral,neutral
1950,positive,positive
1951,neutral,neutral
1952,positive,neutral
1953,neutral,neutral
1954,positive,positive
1955,negative,negative
1956,neutral,neutral
1957,neutral,neutral
1958,neutral,neutral
1959,positive,positive
1960,neutral,neutral
1961,positive,neutral
1962,neutral,positive
1963,positive,neutral
1964,negative,negative
1965,neutral,positive
1966,neutral,neutral
1967,negative,positive
1968,neutral,positive
1969,positive,positive
1970,negative,negative
1971,negative,positive
1972,positive,neutral
1973,positive,positive
1974,positive,positive
1975,neutral,positive
1976,neutral,neutral
1977,neutral,neutral
1978,neutral,neutral
1979,positive,positive
1980,positive,positive
1981,neutral,neutral
1982,neutral,positive
1983,positive,positive
1984,neutral,neutral
1985,negative,neutral
1986,positive,positive
1987,neutral,neutral
1988,positive,neutral
1989,neutral,negative
1990,positive,positive
1991,neutral,neutral
1992,neutral,neutral
1993,neutral,negative
1994,positive,positive
1995,neutral,neutral
1996,neutral,neutral
1997,neutral,positive
1998,neutral,neutral
1999,neutral,negative
2000,negative,positive
2001,positive,neutral
2002,positive,positive
2003,neutral,neutral
2004,positive,positive
2005,positive,positive
2006,positive,positive
2007,neutral,neutral
2008,neutral,neutral
2009,positive,positive
2010,neutral,neutral
2011,positive,positive
2012,positive,neutral
2013,positive,positive
2014,neutral,positive
2015,positive,positive
2016,positive,positive
2017,neutral,neutral
2018,positive,neutral
2019,neutral,positive
2020,positive,positive
2021,positive,positive
2022,positive,neutral
2023,positive,negative
2024,positive,positive
2025,neutral,negative
2026,positive,neutral
2027,neutral,neutral
2028,neutral,positive
2029,positive,positive
2030,positive,positive
2031,neutral,neutral
2032,positive,neutral
2033,negative,negative
2034,positive,positive
2035,neutral,neutral
2036,neutral,positive
2037,neutral,neutral
2038,positive,positive
2039,neutral,negative
2040,neutral,neutral
2041,positive,positive
2042,neutral,neutral
2043,positive,positive
2044,neutral,positive
2045,neutral,negative
2046,neutral,positive
2047,neutral,neutral
2048,neutral,negative
2049,positive,positive
2050,positive,positive
2051,positive,neutral
2052,positive,positive
2053,positive,neutral
2054,positive,positive
2055,positive,positive
2056,neutral,neutral
2057,negative,negative
2058,positive,negative
2059,neutral,neutral
2060,positive,positive
2061,negative,negative
2062,neutral,neutral
2063,neutral,positive
2064,neutral,neutral
2065,neutral,neutral
2066,positive,positive
2067,positive,positive
2068,neutral,neutral
2069,neutral,neutral
2070,neutral,neutral
2071,neutral,neutral
2072,negative,negative
2073,positive,positive
2074,neutral,neutral
2075,positive,positive
2076,positive,positive
2077,negative,neutral
2078,positive,positive
2079,neutral,neutral
2080,neutral,neutral
2081,neutral,neutral
2082,neutral,neutral
2083,positive,neutral
2084,positive,positive
2085,neutral,neutral
2086,positive,positive
2087,positive,neutral
2088,negative,negative
2089,positive,neutral
2090,neutral,neutral
2091,neutral,neutral
2092,neutral,positive
2093,neutral,neutral
2094,neutral,positive
2095,neutral,neutral
2096,positive,positive
2097,negative,positive
2098,negative,negative
2099,negative,negative
2100,positive,neutral
2101,positive,positive
2102,neutral,neutral
2103,neutral,neutral
2104,positive,positive
2105,neutral,positive
2106,neutral,positive
2107,positive,positive
2108,positive,positive
2109,negative,negative
2110,positive,positive
2111,positive,positive
2112,positive,positive
2113,neutral,neutral
2114,positive,positive
2115,positive,neutral
2116,negative,negative
2117,neutral,neutral
2118,neutral,negative
2119,neutral,neutral
2120,neutral,neutral
2121,neutral,neutral
2122,neutral,neutral
2123,neutral,negative
2124,neutral,neutral
2125,positive,positive
2126,positive,positive
2127,neutral,neutral
2128,neutral,neutral
2129,positive,positive
2130,positive,negative
2131,positive,positive
2132,positive,positive
2133,positive,positive
2134,neutral,neutral
2135,neutral,neutral
2136,neutral,neutral
2137,neutral,neutral
2138,neutral,neutral
2139,positive,neutral
2140,positive,neutral
2141,neutral,positive
2142,positive,positive
2143,positive,positive
2144,positive,neutral
2145,positive,positive
2146,neutral,neutral
2147,positive,positive
2148,neutral,neutral
2149,positive,neutral
2150,positive,positive
2151,positive,positive
2152,neutral,neutral
2153,positive,neutral
2154,negative,negative
2155,neutral,neutral
2156,neutral,neutral
2157,positive,positive
2158,positive,positive
2159,positive,neutral
2160,neutral,neutral
2161,positive,positive
2162,positive,positive
2163,positive,neutral
2164,negative,negative
2165,negative,negative
2166,neutral,neutral
2167,positive,neutral
2168,positive,neutral
2169,neutral,neutral
2170,positive,positive
2171,neutral,positive
2172,neutral,neutral
2173,neutral,positive
2174,neutral,neutral
2175,neutral,positive
2176,negative,negative
2177,negative,negative
2178,neutral,neutral
2179,neutral,positive
2180,positive,positive
2181,positive,positive
2182,neutral,positive
2183,positive,positive
2184,neutral,neutral
2185,positive,positive
2186,positive,neutral
2187,positive,neutral
2188,positive,neutral
2189,neutral,positive
2190,positive,positive
2191,neutral,neutral
2192,positive,positive
2193,neutral,neutral
2194,neutral,neutral
2195,negative,negative
2196,neutral,neutral
2197,neutral,neutral
2198,positive,neutral
2199,positive,neutral
2200,positive,negative
2201,positive,positive
2202,positive,positive
2203,positive,positive
2204,positive,positive
2205,neutral,neutral
2206,neutral,neutral
2207,neutral,neutral
2208,positive,neutral
2209,positive,positive
2210,neutral,negative
2211,negative,neutral
2212,positive,neutral
2213,positive,positive
2214,positive,positive
2215,neutral,neutral
2216,neutral,neutral
2217,negative,negative
2218,neutral,neutral
2219,negative,positive
2220,neutral,neutral
2221,positive,positive
2222,neutral,neutral
2223,negative,negative
2224,positive,positive
2225,positive,positive
2226,positive,positive
2227,positive,positive
2228,negative,negative
2229,positive,positive
2230,neutral,positive
2231,neutral,positive
2232,neutral,neutral
2233,neutral,neutral
2234,neutral,negative
2235,neutral,neutral
2236,neutral,neutral
2237,neutral,neutral
2238,neutral,neutral
2239,positive,positive
2240,negative,neutral
2241,negative,negative
2242,positive,positive
2243,neutral,positive
2244,neutral,neutral
2245,negative,negative
2246,positive,positive
2247,neutral,neutral
2248,neutral,neutral
2249,neutral,neutral
2250,neutral,neutral
2251,positive,neutral
2252,positive,neutral
2253,neutral,neutral
2254,positive,positive
2255,neutral,neutral
2256,neutral,neutral
2257,positive,positive
2258,neutral,negative
2259,neutral,neutral
2260,neutral,neutral
2261,negative,negative
2262,positive,neutral
2263,positive,neutral
2264,positive,positive
2265,neutral,neutral
2266,positive,neutral
2267,neutral,positive
2268,positive,positive
2269,positive,neutral
2270,positive,positive
2271,neutral,neutral
2272,neutral,positive
2273,positive,positive
2274,positive,positive
2275,negative,negative
2276,neutral,negative
2277,negative,positive
2278,neutral,neutral
2279,positive,neutral
2280,positive,neutral
2281,neutral,positive
2282,neutral,neutral
2283,positive,positive
2284,positive,neutral
2285,positive,neutral
2286,neutral,negative
2287,neutral,neutral
2288,negative,negative
2289,neutral,neutral
2290,neutral,neutral
2291,negative,negative
2292,negative,neutral
2293,negative,neutral
2294,positive,positive
2295,positive,negative
2296,neutral,negative
2297,neutral,negative
2298,positive,positive
2299,positive,positive
2300,neutral,neutral
2301,neutral,neutral
2302,positive,neutral
2303,neutral,neutral
2304,neutral,neutral
2305,positive,positive
2306,positive,neutral
2307,neutral,positive
2308,positive,neutral
2309,neutral,neutral
2310,positive,neutral
2311,positive,positive
2312,positive,negative
2313,neutral,positive
2314,negative,negative
2315,neutral,neutral
2316,positive,neutral
2317,positive,positive
2318,neutral,neutral
2319,neutral,negative
2320,neutral,neutral
2321,negative,neutral
2322,positive,positive
2323,positive,neutral
2324,neutral,positive
2325,positive,neutral
2326,neutral,neutral
2327,negative,negative
2328,positive,positive
2329,positive,positive
2330,negative,negative
2331,neutral,neutral
2332,neutral,positive
2333,neutral,neutral
2334,positive,neutral
2335,negative,neutral
2336,neutral,negative
2337,neutral,neutral
2338,neutral,neutral
2339,neutral,neutral
2340,negative,negative
2341,neutral,neutral
2342,positive,positive
2343,neutral,neutral
2344,neutral,negative
2345,positive,positive
2346,positive,positive
2347,positive,positive
2348,neutral,neutral
2349,neutral,neutral
2350,negative,negative
2351,positive,neutral
2352,neutral,neutral
2353,negative,negative
2354,neutral,negative
2355,neutral,neutral
2356,neutral,neutral
2357,positive,positive
2358,neutral,positive
2359,neutral,neutral
2360,neutral,neutral
2361,neutral,positive
2362,neutral,neutral
2363,positive,positive
2364,negative,negative
2365,neutral,neutral
2366,neutral,neutral
2367,neutral,positive
2368,neutral,neutral
2369,positive,neutral
2370,positive,positive
2371,positive,positive
2372,neutral,neutral
2373,positive,positive
2374,neutral,negative
2375,positive,neutral
2376,positive,positive
2377,negative,negative
2378,neutral,neutral
2379,neutral,neutral
2380,negative,neutral
2381,positive,neutral
2382,neutral,negative
2383,positive,positive
2384,positive,positive
2385,negative,negative
2386,neutral,negative
2387,positive,positive
2388,neutral,neutral
2389,neutral,neutral
2390,positive,neutral
2391,positive,positive
2392,positive,positive
2393,positive,positive
2394,positive,neutral
2395,positive,neutral
2396,neutral,positive
2397,neutral,positive
2398,neutral,neutral
2399,positive,neutral
2400,positive,neutral
2401,neutral,neutral
2402,neutral,neutral
2403,neutral,neutral
2404,neutral,neutral
2405,neutral,neutral
2406,negative,negative
2407,positive,positive
2408,positive,neutral
2409,neutral,neutral
2410,positive,positive
2411,neutral,neutral
2412,positive,neutral
2413,neutral,neutral
2414,positive,positive
2415,neutral,negative
2416,neutral,neutral
2417,positive,neutral
2418,neutral,neutral
2419,positive,neutral
2420,neutral,neutral
2421,positive,positive
2422,neutral,neutral
2423,neutral,negative
2424,positive,positive
2425,positive,positive
2426,neutral,negative
2427,positive,positive
2428,neutral,neutral
2429,negative,neutral
2430,neutral,neutral
2431,neutral,negative
2432,neutral,neutral
2433,neutral,neutral
2434,positive,positive
2435,positive,neutral
2436,negative,negative
2437,neutral,neutral
2438,neutral,neutral
2439,negative,negative
2440,neutral,neutral
2441,positive,positive
2442,neutral,neutral
2443,positive,positive
2444,positive,positive
2445,positive,positive
2446,negative,neutral
2447,neutral,neutral
2448,negative,neutral
2449,neutral,neutral
2450,positive,positive
2451,positive,neutral
2452,positive,neutral
2453,neutral,positive
2454,positive,positive
2455,negative,negative
2456,neutral,neutral
2457,negative,negative
2458,neutral,neutral
2459,positive,positive
2460,neutral,neutral
2461,neutral,neutral
2462,neutral,positive
2463,positive,negative
2464,negative,negative
2465,positive,positive
2466,positive,positive
2467,positive,positive
2468,neutral,neutral
2469,neutral,positive
2470,neutral,negative
2471,neutral,neutral
2472,neutral,neutral
2473,neutral,neutral
2474,neutral,positive
2475,neutral,neutral
2476,positive,positive
2477,positive,positive
2478,positive,positive
2479,neutral,neutral
2480,positive,positive
2481,negative,negative
2482,neutral,positive
2483,positive,positive
2484,neutral,positive
2485,positive,positive
2486,neutral,neutral
2487,positive,neutral
2488,positive,positive
2489,positive,positive
2490,positive,positive
2491,positive,positive
2492,positive,positive
2493,negative,neutral
2494,positive,positive
2495,neutral,neutral
2496,positive,positive
2497,positive,positive
2498,neutral,neutral
2499,positive,positive
2500,neutral,neutral
2501,neutral,neutral
2502,negative,negative
2503,positive,positive
2504,neutral,positive
2505,positive,neutral
2506,negative,negative
2507,neutral,neutral
2508,neutral,neutral
2509,neutral,neutral
2510,neutral,neutral
2511,neutral,positive
2512,neutral,neutral
2513,neutral,negative
2514,negative,negative
2515,neutral,positive
2516,positive,positive
2517,positive,neutral
2518,neutral,neutral
2519,neutral,negative
2520,positive,positive
2521,positive,positive
2522,negative,negative
2523,positive,positive
2524,positive,neutral
2525,negative,negative
2526,positive,positive
2527,neutral,neutral
2528,neutral,neutral
2529,positive,positive
2530,negative,negative
2531,positive,positive
2532,neutral,neutral
2533,negative,negative
2534,neutral,positive
2535,neutral,positive
2536,neutral,neutral
2537,positive,neutral
2538,neutral,neutral
2539,neutral,positive
2540,positive,positive
2541,positive,neutral
2542,neutral,neutral
2543,neutral,neutral
2544,negative,negative
2545,positive,positive
2546,neutral,negative
2547,neutral,negative
2548,positive,positive
2549,neutral,positive
2550,neutral,negative
2551,neutral,neutral
2552,neutral,neutral
2553,positive,positive
2554,neutral,neutral
2555,positive,neutral
2556,positive,positive
2557,neutral,neutral
2558,positive,positive
2559,neutral,neutral
2560,neutral,neutral
2561,negative,negative
2562,neutral,positive
2563,positive,positive
2564,positive,negative
2565,positive,neutral
2566,neutral,positive
2567,positive,positive
2568,neutral,neutral
2569,neutral,positive
2570,negative,negative
2571,neutral,neutral
2572,positive,negative
2573,neutral,neutral
2574,neutral,neutral
2575,neutral,negative
2576,positive,neutral
2577,negative,negative
2578,neutral,neutral
2579,positive,neutral
2580,neutral,neutral
2581,neutral,neutral
2582,neutral,neutral
2583,neutral,neutral
2584,negative,negative
2585,positive,positive
2586,neutral,neutral
2587,positive,neutral
2588,positive,neutral
2589,neutral,neutral
2590,neutral,neutral
2591,negative,negative
2592,neutral,neutral
2593,neutral,neutral
2594,neutral,neutral
2595,neutral,neutral
2596,positive,positive
2597,positive,positive
2598,positive,positive
2599,positive,positive
2600,neutral,neutral
2601,neutral,positive
2602,neutral,neutral
2603,positive,positive
2604,neutral,neutral
2605,positive,positive
2606,neutral,neutral
2607,positive,positive
2608,negative,negative
2609,positive,positive
2610,positive,positive
2611,positive,neutral
2612,neutral,neutral
2613,positive,positive
2614,neutral,neutral
2615,neutral,neutral
2616,neutral,neutral
2617,positive,positive
2618,neutral,neutral
2619,positive,positive
2620,positive,neutral
2621,positive,positive
2622,positive,positive
2623,positive,neutral
2624,neutral,neutral
2625,neutral,negative
2626,negative,positive
2627,neutral,negative
2628,negative,negative
2629,positive,neutral
2630,neutral,neutral
2631,neutral,negative
2632,positive,neutral
2633,positive,negative
2634,neutral,negative
2635,neutral,neutral
2636,positive,positive
2637,neutral,neutral
2638,positive,positive
2639,positive,positive
2640,neutral,neutral
2641,neutral,positive
2642,neutral,neutral
2643,positive,neutral
2644,positive,neutral
2645,neutral,neutral
2646,positive,positive
2647,neutral,neutral
2648,positive,positive
2649,negative,negative
2650,positive,neutral
2651,negative,negative
2652,neutral,neutral
2653,neutral,negative
2654,neutral,neutral
2655,neutral,positive
2656,positive,neutral
2657,neutral,positive
2658,neutral,neutral
2659,neutral,positive
2660,neutral,neutral
2661,neutral,neutral
2662,negative,neutral
2663,neutral,neutral
2664,negative,negative
2665,neutral,neutral
2666,positive,neutral
2667,neutral,neutral
2668,neutral,neutral
2669,positive,positive
2670,positive,positive
2671,positive,positive
2672,positive,positive
2673,neutral,neutral
2674,positive,positive
2675,negative,neutral
2676,neutral,negative
2677,negative,negative
2678,positive,positive
2679,negative,positive
2680,neutral,neutral
2681,positive,positive
2682,positive,positive
2683,neutral,neutral
2684,neutral,negative
2685,negative,positive
2686,negative,negative
2687,neutral,positive
2688,positive,neutral
2689,positive,negative
2690,neutral,neutral
2691,positive,positive
2692,positive,positive
2693,neutral,neutral
2694,negative,negative
2695,neutral,neutral
2696,negative,negative
2697,neutral,neutral
2698,neutral,neutral
2699,neutral,neutral
2700,neutral,neutral
2701,neutral,neutral
2702,neutral,neutral
2703,neutral,positive
2704,neutral,negative
2705,neutral,neutral
2706,positive,positive
2707,negative,positive
2708,negative,negative
2709,positive,positive
2710,positive,positive
2711,neutral,neutral
2712,negative,negative
2713,positive,positive
2714,negative,neutral
2715,positive,neutral
2716,neutral,neutral
2717,neutral,positive
2718,neutral,neutral
2719,positive,positive
2720,neutral,neutral
2721,neutral,neutral
2722,neutral,negative
2723,negative,positive
2724,positive,positive
2725,neutral,neutral
2726,negative,negative
2727,neutral,positive
2728,neutral,neutral
2729,positive,positive
2730,neutral,positive
2731,positive,positive
2732,neutral,negative
2733,neutral,positive
2734,negative,negative
2735,neutral,positive
2736,neutral,neutral
2737,neutral,neutral
2738,neutral,neutral
2739,neutral,neutral
2740,negative,positive
2741,neutral,neutral
2742,negative,neutral
2743,positive,positive
2744,positive,positive
2745,positive,negative
2746,neutral,positive
2747,negative,negative
2748,neutral,positive
2749,neutral,neutral
2750,neutral,positive
2751,neutral,neutral
2752,positive,neutral
2753,neutral,neutral
2754,positive,neutral
2755,negative,negative
2756,neutral,positive
2757,neutral,positive
2758,positive,positive
2759,negative,positive
2760,negative,neutral
2761,negative,negative
2762,neutral,neutral
2763,positive,positive
2764,neutral,neutral
2765,positive,neutral
2766,neutral,neutral
2767,neutral,neutral
2768,positive,neutral
2769,neutral,positive
2770,neutral,neutral
2771,neutral,positive
2772,neutral,neutral
2773,neutral,neutral
2774,positive,neutral
2775,positive,positive
2776,neutral,neutral
2777,neutral,neutral
2778,positive,positive
2779,neutral,positive
2780,neutral,neutral
2781,neutral,positive
2782,neutral,negative
2783,neutral,neutral
2784,negative,negative
2785,positive,neutral
2786,neutral,positive
2787,neutral,neutral
2788,positive,positive
2789,neutral,negative
2790,neutral,neutral
2791,positive,positive
2792,neutral,neutral
2793,positive,positive
2794,neutral,neutral
2795,neutral,neutral
2796,negative,neutral
2797,neutral,positive
2798,positive,positive
2799,positive,positive
2800,neutral,positive
2801,negative,neutral
2802,neutral,neutral
2803,positive,neutral
2804,negative,negative
2805,neutral,neutral
2806,neutral,neutral
2807,positive,positive
2808,positive,positive
2809,positive,positive
2810,positive,positive
2811,positive,neutral
2812,neutral,neutral
2813,positive,positive
2814,neutral,negative
2815,positive,positive
2816,positive,neutral
2817,positive,positive
2818,positive,positive
2819,negative,neutral
2820,neutral,neutral
2821,neutral,neutral
2822,positive,positive
2823,positive,positive
2824,neutral,negative
2825,positive,neutral
2826,neutral,neutral
2827,neutral,positive
2828,negative,negative
2829,positive,positive
2830,positive,neutral
2831,negative,negative
2832,negative,negative
2833,neutral,neutral
2834,neutral,neutral
2835,positive,neutral
2836,positive,positive
2837,neutral,negative
2838,neutral,negative
2839,negative,negative
2840,positive,positive
2841,positive,positive
2842,positive,positive
2843,neutral,neutral
2844,positive,positive
2845,neutral,neutral
2846,neutral,positive
2847,positive,positive
2848,neutral,neutral
2849,neutral,neutral
2850,neutral,positive
2851,positive,neutral
2852,neutral,neutral
2853,neutral,neutral
2854,positive,positive
2855,neutral,neutral
2856,negative,neutral
2857,negative,negative
2858,neutral,positive
2859,positive,positive
2860,positive,positive
2861,positive,positive
2862,negative,positive
2863,neutral,neutral
2864,positive,neutral
2865,positive,neutral
2866,positive,positive
2867,neutral,negative
2868,neutral,neutral
2869,positive,positive
2870,neutral,positive
2871,positive,neutral
2872,negative,negative
2873,positive,positive
2874,neutral,neutral
2875,neutral,neutral
2876,negative,neutral
2877,negative,negative
2878,neutral,positive
2879,positive,neutral
2880,positive,neutral
2881,positive,neutral
2882,neutral,negative
2883,neutral,neutral
2884,neutral,positive
2885,negative,negative
2886,neutral,neutral
2887,neutral,neutral
2888,neutral,neutral
2889,neutral,negative
2890,positive,positive
2891,negative,negative
2892,negative,negative
2893,positive,neutral
2894,neutral,neutral
2895,positive,positive
2896,neutral,positive
2897,positive,neutral
2898,positive,neutral
2899,positive,neutral
2900,neutral,neutral
2901,positive,positive
2902,neutral,neutral
2903,negative,negative
2904,positive,positive
2905,neutral,positive
2906,negative,positive
2907,neutral,neutral
2908,positive,positive
2909,neutral,neutral
2910,positive,positive
2911,positive,positive
2912,negative,positive
2913,neutral,neutral
2914,positive,positive
2915,positive,positive
2916,neutral,neutral
2917,negative,negative
2918,positive,positive
2919,neutral,positive
2920,negative,negative
2921,positive,positive
2922,negative,neutral
2923,positive,neutral
2924,negative,neutral
2925,positive,positive
2926,neutral,neutral
2927,neutral,neutral
