,tweet_created_at,tweet_full_text,sentiment,probability
1488,Fri Sep 07 12:37:06 +0000 2018,Sure bruh😂😂got mine like now...#JustDoIt https://t.co/sC3c1R82Fe,neutral,0.6464114058773073
1489,Fri Sep 07 12:37:01 +0000 2018,#JustDoIt what??? oh #JustBurnIt,neutral,0.590361229800147
1490,Fri Sep 07 12:36:39 +0000 2018,"@politicalwire Trump should know that just because he does it doesn't mean anyone else does!

#JustDoIt",negative,0.6394634869417504
1491,Fri Sep 07 12:36:36 +0000 2018,@Nike I love love love love love this Ad #Nike #JustDoIt,positive,0.970453628337441
1492,Fri Sep 07 12:36:32 +0000 2018,"Had to do it

#JustDoIt https://t.co/GMubTqnI0K",neutral,0.6901024522092628
1493,Fri Sep 07 12:36:09 +0000 2018,"New Balance founder gave nearly $400,000 to Trump. @Nike @NFL @cnnbrk #NewBalance A part of the solution. #JustDoIt Change your shoes to NEW BALANCE.  #ChicagoBurnsAsKaepernickEarns 
https://t.co/ZVEgVa058H
#TrumpWH #Nike #NFL #USA #KavanaughForSCOTUS #ObamaCover_Up #ObamaLegacy https://t.co/KNpesr8Vr4",neutral,0.7497716411499095
1494,Fri Sep 07 12:35:45 +0000 2018,"This ad is everything🙌🏾 So inspirational🤗♥️ @Nike marketing is brilliant👏🏾 @Kaepernick7 is awesome! “Don’t ask if your dreams are crazy, ask if they’re crazy enough!” Nike stay winning!
#JustDoIt #TakeAKneeInNikes #TakeTheKnee 
https://t.co/hvUabs2Ntm",positive,0.6296284468893681
1495,Fri Sep 07 12:35:38 +0000 2018,"@EdKrassen Brilliant @Nike!!

On November 6th you must VOTE. 

#JustDoIt",positive,0.6330418374907162
1496,Fri Sep 07 12:35:36 +0000 2018,@JeanieBuss @Hahacafecomedy Congratulations 👏🏾 Dreams never die! #NoFear #JustDoIt 👍🏾👍🏾,negative,0.6348572577534781
1497,Fri Sep 07 12:35:24 +0000 2018,@realDonaldTrump They were thinking RESIGN. #JustDoIt,negative,0.6384024621993245
1498,Fri Sep 07 12:35:15 +0000 2018,Excuses are simply a manifestation of fear. Convince yourself that you can and you will. #thedeelow #justdoit,negative,0.5973610096137275
1499,Fri Sep 07 12:34:56 +0000 2018,"DO NOT OVER THINK IT! 
-
-
-
-
Go for it now. The future is promised to no one.
-
-
-
-
#motivationalquotes #motivation #believeinyourself #goforit #justdoit #motivational #quotes… https://t.co/Rsrbz8eI70",negative,0.6638618189220379
1500,Fri Sep 07 12:34:43 +0000 2018,@magoon80 @tgirlmiller @realDonaldTrump Team #Nike #justdoit #ImWithKaep didn’t  see anyone burning Jordan’s though!! #hypocrisy money well spent #Nike! ✅ https://t.co/3hqWZl61QO,neutral,0.627316575512209
1501,Fri Sep 07 12:34:29 +0000 2018,Stay woke fellas. Be encourage to shoot your shot. #justdoit https://t.co/lE6jChcSIi,neutral,0.6087875494862788
1502,Fri Sep 07 12:34:27 +0000 2018,@realDonaldTrump They’ve been planning this for a while and did extensive market analysis which is what companies do. Don’t you have something else better to do? How about #ResignDonald #justdoit,neutral,0.6329800574143464
1503,Fri Sep 07 12:34:24 +0000 2018,"This is EVERYTHING! @nike 
・・・
Don’t ask if your dreams are crazy. Ask if they’re crazy enough. #justdoit
⠀
🔈: Sound on
Full film at link in bio. https://t.co/tV2rCYIvg6",neutral,0.5901211193908179
1504,Fri Sep 07 12:34:06 +0000 2018,"Pay attention to the deadline!! We're rolling in the last few participants, but if you want in on #ECNM2018, this is your last chance!! Register now, bring on the crocs! #opportunitiesknocking #justdoit #crocs #caimans #gators #gharials #gottacatchemall",neutral,0.6454110153146961
1505,Fri Sep 07 12:33:59 +0000 2018,Nike has always `#JustDoIt these ads brilliantly... sorry for the bad grammar :) https://t.co/9HMrOE0vr0,negative,0.6213085320128054
1506,Fri Sep 07 12:33:43 +0000 2018,"Yeah!! Say what you wanna say but I'm still riding with the home team AND Nike (#JustDoIt) Tough loss but ""We skrait. We gone be aight!!"" (Translation: We are straight/ok. We will be… https://t.co/bWdJHMhD3Q",positive,0.5774645059186669
1507,Fri Sep 07 12:33:43 +0000 2018,This ad is not controversial it’s inspirational.  @nike @kaepernick7 #justdoit https://t.co/fkesE61F0o,negative,0.6478628350422821
1508,Fri Sep 07 12:33:34 +0000 2018,Last in lineup INSIDE Lightbox for #AStarIsBorn starting in 45’. Lucky day! #tiff18 (That’s what you get when you sacrifice your stop at the restroom before the screening #JustDoIt ),neutral,0.6288451757763311
1509,Fri Sep 07 12:33:34 +0000 2018,"If you wants to boycott #NIKE, #JustDoIt, but you’ll also need to start boycotting the NBA, MLB, NFL, NCAA, Veterans Jobs and discounts, etc.",neutral,0.6473885646930883
1510,Fri Sep 07 12:33:32 +0000 2018,TGIF ✊🏾 Message from Nike for all you Idiots #JustDoIt #Safely #Or #burningman #YourChoice https://t.co/GiZ5QtwIX2,neutral,0.6545999561066134
1511,Fri Sep 07 12:33:12 +0000 2018,"@jsmooth995 The Imposter Syndrome is REAL bruh! Can I just be my best ordinary self? Still loving this @Nike campaign tho. #itsonlyacrazdreamyuntilyoudoit
#justdoit https://t.co/fGT1nbl8V4",positive,0.8669328221610589
1512,Fri Sep 07 12:33:05 +0000 2018,What was America thinking when they voted for you? #JustDoIt https://t.co/gO263RBTQg,neutral,0.6050631470820586
1513,Fri Sep 07 12:32:59 +0000 2018,"@thehill He wouldn't understand even if a 5 year old explained it to him.
When it comes to racism... he is a natural!

#JustDoIt
Thank you @Nike!
Thank you @Kaepernick7!
#BlackLivesMatter",positive,0.795092689080033
1514,Fri Sep 07 12:32:55 +0000 2018,"Actually, I can answer Trump with this one, Black Dollars! #JustDoIt https://t.co/zDbrJ1zJHs",neutral,0.6126589919395999
1515,Fri Sep 07 12:32:45 +0000 2018,@nickyoung012 Will you marry me? #JustDoit,neutral,0.6484721160840555
1516,Fri Sep 07 12:32:22 +0000 2018,"Here's respecting the flag for you.  🙄

#FridayFeeling #MAGA #JustDoIt https://t.co/2vMLn6g39z",neutral,0.6328918297984044
1517,Fri Sep 07 12:32:21 +0000 2018,This is the one that took me out!!! #JustDoIt https://t.co/BFyj0F1Hxl,negative,0.6230109542404174
1518,Fri Sep 07 12:32:00 +0000 2018,"#justdoit #bwoodknows @nike
pre-fall 2018
#madeinnyc
#nike
#wedontlistenwelead @ Lower East Side https://t.co/PyKxPTLMOj",neutral,0.6542353883099806
1519,Fri Sep 07 12:31:54 +0000 2018,"I'm getting a little tired of all the spoofs (mostly because it's ALL I'm seeing) but this one is GOLD!😂😂

#JustDoIt https://t.co/5D0xT2uxPz",negative,0.6309312165392464
1520,Fri Sep 07 12:31:46 +0000 2018,"Thanks for the balloons, Twitter. I asked for a big deposit in my PayPal account or some fine Whiskey!
#JustDoIt https://t.co/6d1gROYmVK",positive,0.727381682571171
1521,Fri Sep 07 12:31:31 +0000 2018,Physical therapy time! #JustDoIt,neutral,0.5809234264944988
1522,Fri Sep 07 12:31:07 +0000 2018,"Guess how this #freedom loving #VetsAgainstTrump is going to #Vote 

#VoteBlue 
#VoteBlueToSaveAmerica 
#BlueWave2018 
#BlueTsunami 
#JustDoIt 
#TraitorTrump 
#WinterIsComing",positive,0.5961704375245492
1523,Fri Sep 07 12:31:00 +0000 2018,"O.N.L.Y  T.H.E   B.E.S.T🤦‍♀️

This presidency is a  Reality TV tragicomedy👺

Time to get serious politically🧐

#BringIt 
#JustDoIt 
#VoteBlue2018 

#DemocratsWork4USA
💙💙💙💙💙💙 https://t.co/6LEwIpD8nh",positive,0.5917408894686751
1524,Fri Sep 07 12:30:36 +0000 2018,"The powerful mechanics of her arm muscles changing to whack that ball are mesmerizing! 
🐐 #JustDoIt @usopen #Serena #nike https://t.co/1AQ71wMSl2",negative,0.5841533115076422
1525,Fri Sep 07 12:30:34 +0000 2018,You could no more have faith without good works than you could have lightning without thunder or fire without heat. - D. James Kennedy.  #JustDoIt,positive,0.604465817575518
1526,Fri Sep 07 12:30:17 +0000 2018,"@FoxNews I’m heading out to @DICKS today to buy 2 pair of spanky new @Nike shoes, and probably some other gear.  #JustDoIt",neutral,0.6101518759443981
1527,Fri Sep 07 12:30:00 +0000 2018,"""In short, #Nike doesn’t need older Republicans and conservatives, or Trump supporters, as consumers, if the company has the eye of younger, nonwhite Americans living in urban areas, with cash to spend on Nike’s products.""—@cjane87 https://t.co/u48bDkVxsF

#JustDoIt",neutral,0.6473022766399193
1528,Fri Sep 07 12:29:54 +0000 2018,"@serenawilliams Just saw the ad. It reduced me to tears. I'll be cheering for you this saturday, hope you win :) #JustDoIt #USOpen",positive,0.8825123959994526
1529,Fri Sep 07 12:29:47 +0000 2018,@CBSNews This is not a learning institution or a college. This is an indoctrination camp. Hope they lose eve y game in their new uniforms. #thankyounike #NikeAd #JustDoIt,negative,0.6654667856049123
1530,Fri Sep 07 12:29:19 +0000 2018,This has to be my favorite. #Nike #JustDoIt #whocares #Coffee #Motivation #itsyourlife #goforit https://t.co/zpKP8kG3gI,positive,0.6452380314067673
1531,Fri Sep 07 12:29:09 +0000 2018,Can’t wait to get my new Nikes this weekend! #nike #JustDoIt #Kaepernick  #believeinsomething @Nike @Kaepernick7 https://t.co/xNyTscGseA,positive,0.7428981683333142
1532,Fri Sep 07 12:29:07 +0000 2018,"Imagine a country with millions of poor/homeless people and the privileged people burn their clothes and shoes out of spite. 
#JustDoIt #VeteransForKaepernick #IStandWithKap #truth
@notprogrammable",neutral,0.622648052665272
1533,Fri Sep 07 12:28:55 +0000 2018,"@Kaepernick7 We should team up brother. I’m a retired police officer who fought racial injustice in the police department for 20 years in Detroit.  I see it now, Kaepernick meets the “Demon Chaser” @Nike  #JustDoIt #TakeAKnee #BlackLivesMatter #RetiredCop #DemonChaser  Retweet https://t.co/pyWN7TmftQ",neutral,0.6202596217317639
1534,Fri Sep 07 12:28:50 +0000 2018,"Dear Nike,
You the realest. Everybody getting a Nike product for Kwanzaa. Issa movement. #JUSTDOIT 

Signed,
A Kaepernick supporter
A black woman ✊🏽",positive,0.5795231907909645
1535,Fri Sep 07 12:28:50 +0000 2018,Nike investors aren't happy about the Colin Kaepernick ad https://t.co/yCVcH9Mi0A #justdoit,positive,0.5920376724504035
1536,Fri Sep 07 12:28:49 +0000 2018,I say everyone should quit #JustDoIT https://t.co/ok4ae29sKr,positive,0.6090723699139043
1537,Fri Sep 07 12:28:48 +0000 2018,This is burn from @Nike. 😂 #JustDoIt @TheViralFever #SabQtiyapaHai https://t.co/mQIQZN8kgm,neutral,0.6611869328711347
1538,Fri Sep 07 12:28:48 +0000 2018,Nike should lower their prices now. #JustDoIt,neutral,0.6016493672577478
1539,Fri Sep 07 12:28:45 +0000 2018,@KHOU Completely ridiculous on their part. #JustDoIt,neutral,0.6326247171008462
1540,Fri Sep 07 12:28:02 +0000 2018,Thank you @nike for the courage to say this. You’ve had my support for years before this. You’ve got my support forever. #Justdoit https://t.co/13nDD07sYG,positive,0.7783992871738828
1541,Fri Sep 07 12:27:49 +0000 2018,No questions #JustDoIt ✔😂 https://t.co/nedQtnwuTn,neutral,0.7022230317240571
1542,Fri Sep 07 12:27:28 +0000 2018,my nikes ©️special edition #cortez #justdoit #nike #kaepernick #JustDoIt https://t.co/3cIzQzQVxe,neutral,0.6118237547135479
1543,Fri Sep 07 12:27:23 +0000 2018,Believe in something. Even if it means sacrificing TV time. #JustDoIt https://t.co/8hkzfxzzJx,negative,0.5887939841279115
1544,Fri Sep 07 12:27:06 +0000 2018,2) Your rapport in the industry is stellar. You are BELOVED and your fashion expertise/experience can't be denied. #JustDoIt #Celebrityspotlight https://t.co/jCRq4A6ADa,positive,0.6078488103430456
1545,Fri Sep 07 12:26:48 +0000 2018,Goodmorning 🌎. Its Friday!!!! #restday #goodmorning #friday #weekend #positivevibes #positivity #tgfad #boxing #hardwork #dedication #determination #work #grind #eat #nike #justdoit… https://t.co/xyTXZYAs0a,neutral,0.662068125313997
1546,Fri Sep 07 12:26:47 +0000 2018,@Naomi_Osaka_ Congratulations! Continue to make history #VictoryIsYours #JustDoIt #USOPEN #USOpen2018,positive,0.6347026109388323
1547,Fri Sep 07 12:26:46 +0000 2018,"I can understand a protest but can anyone tell me what #ColinKaepernick has sacrificed? 1-10 season as a starting qb, sports radio says he could be a back up right now...and he just got $30 mil for this ad?? Sure... @Nike that's sacrificing everything. #NikeAd #JustDoIt #just",negative,0.6674829495526845
1548,Fri Sep 07 12:26:32 +0000 2018,"Was at a charity golf tourney yesterday to support #Veterans, the giveaway was golf shoes. Guess who made them? #Nike #Whocares #getagrip #Justdoit",neutral,0.5982401364242156
1549,Fri Sep 07 12:26:25 +0000 2018,@realDonaldTrump Maybe rather than worrying about Nike and trying to deflect you should worry about what the people YOU appointed are thinking. Or maybe for once you could think about putting this country above your own interests? I think Nike has it under control. #JustDoIt,negative,0.6254895688922114
1550,Fri Sep 07 12:26:24 +0000 2018,"Just do it, Snow #justdoit #Nike https://t.co/gXhoARtaOH",positive,0.5955576108225674
1551,Fri Sep 07 12:26:08 +0000 2018,"Damn, Nike! #Chills #JustDoIt https://t.co/hrZJnYTL0C",negative,0.5955362606391318
1552,Fri Sep 07 12:25:53 +0000 2018,"@kilmeade Now I’ve heard of college of the ozarks. Cool, I’m gonna go to the gym wearing my Nike Free Run 5.0s. Fantastic lightweight running shoe that I can comfortably work out in as well. Stylish and functional. @nike #JustDoIt #ImWithKaep #ImWithKap",positive,0.6509026547002047
1553,Fri Sep 07 12:25:51 +0000 2018,"@Khelzgym Hehehehe😂😂😂
And the 3 friends should bring 3 friends each😂😂
No fear #JustDoIt ✔",neutral,0.5815726725307545
1554,Fri Sep 07 12:25:17 +0000 2018,Yes- it’s important to be registered to vote... but it is WAY more important to actually VOTE! If you’re legally allowed to vote- #JustDoIt (we’re living the nightmare of what happens when a majority stays home on Election Day). #VOTE,negative,0.6203927986359403
1555,Fri Sep 07 12:25:04 +0000 2018,"I respect @Nike gangsta! Well played....well played
@CollinKapernick much respect broham! #JustDoIt",positive,0.5874306018022284
1556,Fri Sep 07 12:24:54 +0000 2018,"😁...Off Me My G!
#JustDoIt https://t.co/5ruSFWn80Z",positive,0.5873288741961737
1557,Fri Sep 07 12:24:37 +0000 2018,The state of these Nike Ads #justdoit #wildcard https://t.co/yaaXoAJwSP,neutral,0.6110190657206057
1558,Fri Sep 07 12:24:34 +0000 2018,"SHOCK POLL: Nike’s Brand Favorability PLUNGES 34 POINTS Following #KaepernickNikeAd  #JustDoIt 👉#NewBalance #USA's #NewBrand of Patriotism. If you're not a part of the solution, you're a part of the problem. @Nike
#CoastToCoast #UK #Nike #TrumpWH #ObamaLegacy #ObamaCover_Up https://t.co/UgGEFtK3xw",negative,0.6231197897345085
1559,Fri Sep 07 12:24:24 +0000 2018,"#Repost @brentterhune with get_repost
・・・
IM DONE WITH NIKE AND COLIN KAEPERNICK

#FrIdAyFuNnNnEeEe😂😁😂😁
#Nike
#JustDOIT
#NikeReact
#NikeJustDidIt2018
#Repost @brentterhune with… https://t.co/tMI4ZQUeeI",positive,0.6293276329323223
1560,Fri Sep 07 12:24:04 +0000 2018,"@realDonaldTrump Hopefully, those that are willing to stand up in Washington will soon remove you.  #JustDoIt @Nike @Kaepernick7 #ImpeachmentJustDoIt",neutral,0.6282279114114684
1561,Fri Sep 07 12:23:56 +0000 2018,"@realDonaldTrump They were thinking that the First Amendment right to protest is more important than blind nationalism. I’m guessing it will prove more profitable, too.
What were you thinking, @realDonaldTrump?

#JustDoIt
#TakeAKnee",negative,0.6659165275721539
1562,Fri Sep 07 12:23:55 +0000 2018,"Don’t know if this is legit from @Nike but too funny after all the controversy. #JustDoIt Safely  -Disclosure, not an endorsement but I encourage 1st Amendment discussions. https://t.co/V0nubZ92Yq",negative,0.6781997287981942
1563,Fri Sep 07 12:23:49 +0000 2018,All of my premasters are done. #justdoit,positive,0.6792279186014266
1564,Fri Sep 07 12:23:44 +0000 2018,"FIRS plans nationwide tax audit https://t.co/lVCEamPbJz

#JustDoIt #FridayFeeling #MorningRush #LoveThursday #EveryBeatingHeartCounts #Throwback",neutral,0.6822543994139775
1565,Fri Sep 07 12:23:35 +0000 2018,@Kaepernick7 My friend and I were wondering what might happen to the blowhards if you were to endorse oxygen. Can we test this? #JustDoIt,neutral,0.5912766501632293
1566,Fri Sep 07 12:23:13 +0000 2018,@Matsamon @Wendyho45007705 Everyone should take a knee!! #justdoit,neutral,0.6024547257594849
1567,Fri Sep 07 12:23:13 +0000 2018,"Happiness is really damn free😍😍❤❤❤
#TGIF
#friyay 
#JustDoIt https://t.co/E0sbfSt3YN",positive,0.6616880347009673
1568,Fri Sep 07 12:23:06 +0000 2018,Nike keeps winning! #JustDoIt https://t.co/R8wWIv0SDY,positive,0.6686874992406133
1569,Fri Sep 07 12:23:05 +0000 2018,Colin Kaepernick Nike Commercial | FULL VIDEO https://t.co/CxYVpmUkhl #JustDoIt #likenike,neutral,0.6118260021415931
1570,Fri Sep 07 12:22:36 +0000 2018,Adidas to under armor to NIKE!!!! #JustDoIt https://t.co/vhXC8xJ6jE,neutral,0.6948726979689259
1571,Fri Sep 07 12:22:15 +0000 2018,@CNN Please #JustDoIt https://t.co/rURBKE7gQK,neutral,0.678486593147928
1572,Fri Sep 07 12:22:08 +0000 2018,@rolandjkay @Nike @JeetendrSehdev Couldn’t agree more @Kaepernick7 @Nike these are not your words. #Nike #JustDoIt #NikeBoyCott https://t.co/mF8vN0koAm,neutral,0.6128703093384943
1573,Fri Sep 07 12:21:51 +0000 2018,New Virtual Client 🚨 #convenient #wellness #affordable #noexcuses #justdoit #exercise #turneroundfitnessllc #acceptingnewclients #pamelathetrainerturner  #virtualtraining https://t.co/PoHOblwXQz,neutral,0.614665903049173
1574,Fri Sep 07 12:21:50 +0000 2018,If you know you know 🤣🤣🤣 #nike #nikead #nikejustdoit #justdoit #kanayookanayo #jokes #meme #nollywood #funnt #instafunny #nigeria #nigerianjokes #africanmemes #nollywoodjokes #comedy #africancomedy #laugh #blacklivesmatter #woke #blackgirlmagic #blac… https://t.co/aZ4i3JcQgA https://t.co/3cMxBfgx8L,neutral,0.7066601227134516
1575,Fri Sep 07 12:21:34 +0000 2018,Just 9 hours left to vote in my scientific poll... 😃❎ #JustDoIt https://t.co/6c9DnPHl3n,neutral,0.6844087373636786
1576,Fri Sep 07 12:21:31 +0000 2018,"@dilichi__ Oh my ghad😂😂😂😂😂
Nigerians av gone mad finally
#JustDoIt ✔",positive,0.6012489848140737
1577,Fri Sep 07 12:21:20 +0000 2018,@realDonaldTrump Late like a MF! Nike supports a cause that you overlook. #Justdoit,negative,0.6356936800860384
1578,Fri Sep 07 12:21:10 +0000 2018,"Textile workers seek reduction of exchange rate https://t.co/720teC4X0B

#JustDoIt #FridayFeeling #MorningRush #LoveThursday #EveryBeatingHeartCounts #Throwback",neutral,0.6398636425930636
1579,Fri Sep 07 12:21:10 +0000 2018,"I am not into sports.  I don't wear sneakers.  And I don't care for wearing clothing that has company logos on it.  But I agree with @Kaepernick7 taking a knee, and I like this commercial.  #justdoit #NikeAd https://t.co/2Y3y0gG5PR",negative,0.6588017138575252
1580,Fri Sep 07 12:21:04 +0000 2018,"""Detectives had a nice bust tonight.  We have had several good ones lately. Tonight was just #guns #drugs and #money. Our deputies are not #kneeling for the national anthem, they're locking up drug dealers, even without a @Nike sponsorship.""

.... the RESPECTABLE way to #JustDoIt https://t.co/qylcBKDWDg",positive,0.6400643376689049
1581,Fri Sep 07 12:20:46 +0000 2018,Jesse Lee Peterson Shuts Down Univision Reporter 'Are You Racist?' PROP ... https://t.co/5vUjIjA3JR via @YouTube #FridayThoughts #FridayMotivation #JustDoIt #BelieveinSomething #MakeAmericaGreatAgain,neutral,0.7220851024797685
1582,Fri Sep 07 12:20:44 +0000 2018,"if di man yuh deh widd nah pay one bill inna yuh lyfe. leff himm 

#JustDoIt ✔️ 

😂🇯🇲",neutral,0.6178232735258754
1583,Fri Sep 07 12:20:15 +0000 2018,@realDonaldTrump I really like their new commercials. #JustDoIt,negative,0.578144608802136
1584,Fri Sep 07 12:19:49 +0000 2018,@realDonaldTrump That free speech is an absolute right under the constitution you mock daily. #CancelKavanaugh #NewYorkTimesOpEd #ImpeachTrump #JustDoIt #JustBurnIt #Kapernick,negative,0.6477164638079178
1585,Fri Sep 07 12:19:45 +0000 2018,THIS ONE IS FOR MY BOTHERS AND SISTERS #JustDoIt https://t.co/i5A1OF5JBH,positive,0.5925415059503841
1586,Fri Sep 07 12:19:22 +0000 2018,@realDonaldTrump What a great ad!  Thank you Nike! #JustDoIt.,positive,0.9520058478076843
1587,Fri Sep 07 12:19:02 +0000 2018,#Nike's 30th Anniversary #JustDoIt campaign narrated by #ColinKaepernick! [vid] https://t.co/1EnTyZzoVE via @zamzhinga,neutral,0.6918243224988666
1588,Fri Sep 07 12:19:02 +0000 2018,"One of, if not the greatest advertisements I have ever witnessed. #JustDoIt @Nike https://t.co/1tFAoArp9E",negative,0.5898003135359959
1589,Fri Sep 07 12:18:50 +0000 2018,"@wikileaks Wait, wait. Let me guess. Christian? #justaguess #JustDoIt",positive,0.5955366958333963
1590,Fri Sep 07 12:18:46 +0000 2018,"@realDonaldTrump That the racism problem that we have in America, which you helped foster and grow, needs to be addressed.  #FakePresident  #RacistPresident  #JustDoIt",negative,0.5991469080758096
1591,Fri Sep 07 12:18:42 +0000 2018,"Ano daw yung sikreto ko... Takbo. Takbo lang talaga. CHZ. Srsly tho, even if I haven’t been running everyday since last week, still glad that my mileage is in check to keep up w/ the 100KM monthly goal. Well..fingers crossed🤞🏼

#NRC #JustDoIt #cantstopwontstop #ProjectBinky3pt0 https://t.co/Q7v67GL5Tq",positive,0.6033457445813637
1592,Fri Sep 07 12:18:24 +0000 2018,"@lukerosiak @nypmetro Who has dibs on #teaching this #AHole #justice? #Whistleblowing #veterans come first for #victims #family, with no gloves in a ring for #charity. #JustDoIt #NewYorkCity for #legal #Payback &amp; #satisfaction as Judge Guy Mitchell must eat #boxing shorts &amp; socks after. #subways #NYC",neutral,0.5889932834767997
1593,Fri Sep 07 12:18:22 +0000 2018,"@krassenstein Yes it is
#JustDoIt",positive,0.6203175273086263
1594,Fri Sep 07 12:18:19 +0000 2018,Just do it! @nike / By @wednesdaymeows #justdoit https://t.co/xNM2FGwg4n,neutral,0.615793210459635
1595,Fri Sep 07 12:18:12 +0000 2018,63F☁️ we even slept in and waited for daylight....😒still. 5️⃣ miler with 😊 smiles! #justdoit #friyeah #morningruns #DogsofTwittter https://t.co/2JoS0KlAlV,positive,0.6669474114901954
1596,Fri Sep 07 12:18:09 +0000 2018,"Anambra manufacturers highlight constraints of local industries https://t.co/GNAZFZ9Tkm

#JustDoIt #FridayFeeling #MorningRush #LoveThursday #EveryBeatingHeartCounts #Throwback",neutral,0.6495733664901802
1597,Fri Sep 07 12:18:04 +0000 2018,For those crazy Americans #justdoit https://t.co/ga13c9dIx9,neutral,0.635079269535938
1598,Fri Sep 07 12:18:01 +0000 2018,"Sometimes you can just play around on Adobe Lightroom. That is how I learned almost everything I do now!!

#JustDoIt #AikenOnThis @ Gwarinpa Estate https://t.co/yalVaMbwvr",neutral,0.5802094766903048
1599,Fri Sep 07 12:17:59 +0000 2018,"RepostBy @nikimoorefunny: 
""THAT PART!! #ThisIsAmerica 😶 #TeamDL #Nike #JustDoIt #ColinKaepernick #imwithkap #NFL #BlackLivesMatter… https://t.co/Ual292Shtj",neutral,0.6078880215809077
1600,Fri Sep 07 12:17:54 +0000 2018,These #JustDoIt memes/fan made posters are giving me life after a long week 😂😂😂,negative,0.5780675895941912
1601,Fri Sep 07 12:17:47 +0000 2018,This is why football players kneel. Not to boycott the flag or the anthem but because of this injustice right here. They know it’s a mistake and they still keep him handcuffed! #ColinKaepernick #JustDoIt https://t.co/LSNFQKyTHf,negative,0.7745218851615603
1602,Fri Sep 07 12:17:44 +0000 2018,"I'm gonna go order a bunch of food at a restaurant, pay for it, then let it get cold and leave... #justdoit",negative,0.5801384625695665
1603,Fri Sep 07 12:17:40 +0000 2018,A veteran’s perspective on #TakeAKnee   #JustDoIt https://t.co/Wf8gtMfGXo,neutral,0.6635579247814094
1604,Fri Sep 07 12:17:21 +0000 2018,"So don't ask if your dreams are crazy, ask if they're crazy enough!!
#JustDoIt",negative,0.6092503245119215
1605,Fri Sep 07 12:17:00 +0000 2018,"@realDonaldTrump 
I could explain it to you, but you wouldn't get it. Resign. #JustDoIt ✔️ https://t.co/l08OGsRvpo",positive,0.6206032787975609
1606,Fri Sep 07 12:16:30 +0000 2018,Did a double-take when I saw the #JustDoIt hash tag for the first time. Thought it was “just dolt” and it made no sense. #slow,negative,0.6049767402214656
1607,Fri Sep 07 12:16:20 +0000 2018,"Nike’s Favorability Drops Double Digits Following New ‘Just Do It’ Campaign with Colin Kaepernick.  

Favorability -34 points. 
Purchasing consideration -10% 
Key demographics favorability declined, rather than improved. 

#JustDoIt",neutral,0.6092173319737362
1608,Fri Sep 07 12:16:18 +0000 2018,"Believe in something. Even if it means sacrificing everything💯 #justdoit✔️ #UAAPSEASON81 #BraverToday #feumbt🔰🐂 #BLESSEDLIFE🙏🏽 
.
.
📸 @arvinulim @ ABS-CBN studio https://t.co/uLslPLTLV8",neutral,0.5940182123314659
1609,Fri Sep 07 12:16:15 +0000 2018,"Isn’t that sweet! 
#justfakeit #fakenews #MelaniaTrump #JustDoIt #nike https://t.co/y6y5rTUxf5",positive,0.6147549990115824
1610,Fri Sep 07 12:16:14 +0000 2018,Fuck yes! #justdoit #Wooooo https://t.co/5vjnBR9c5A,negative,0.6046756595900682
1611,Fri Sep 07 12:16:11 +0000 2018,"@Nike you really need to put @TimTebow as the face of the #JustDoIt campaign. Scrap @Kaepernick7, who doesn't know the first thing about integrity, and go with a real American with real values!",neutral,0.5954226999590289
1612,Fri Sep 07 12:16:09 +0000 2018,Every black person in my shooting class is wearing all Nike...... we super petty n didnt even plan it #justdoit,neutral,0.5841102731635682
1613,Fri Sep 07 12:15:57 +0000 2018,This may be my favorite one... 😂😂😂 #justdoit @kaepernick7 @nike @ Black Planet https://t.co/Ias0b3nmx1,positive,0.6299233984643647
1614,Fri Sep 07 12:15:54 +0000 2018,"Anatomy of an American Sham:
Believe in something, even if it means sacrificing everything. #JustDoIt

Documentary:
Nike Sweatshops: Behind the Swoosh 2018
https://t.co/Q0CIpQCZYG via @YouTube",neutral,0.584689655046333
1615,Fri Sep 07 12:15:51 +0000 2018,We already scrafice everything to come to this program and get our GED! #JustDoIt .@Kaepernick7 .@NikeNYC #CycleBreakers # https://t.co/3OSUO25YuW,neutral,0.6663864384224664
1616,Fri Sep 07 12:15:39 +0000 2018,Just watched #justdoit Colin K video and then read this. Motivation and inspiration from others shaming my  Friday inertia. Seizing the day. https://t.co/BaVMQtXez2,positive,0.6003260166494782
1617,Fri Sep 07 12:15:36 +0000 2018,Got up early and knocked out a spartacus workout I'm feeling good now #JustDoIt #EarnIt,positive,0.6050194417875921
1618,Fri Sep 07 12:15:27 +0000 2018,"@realDonaldTrump Resign traitor.
#JustDoIt",negative,0.5947166792685826
1619,Fri Sep 07 12:15:19 +0000 2018,"#truth more god and less hate, god doesn’t want or need the materialistic earthly things just love and the love of the good lord and his word! #justdoit https://t.co/nOXictGaoa",positive,0.8417499322339519
1620,Fri Sep 07 12:15:16 +0000 2018,@AtlantaFalcons I’ve slept on it. Here’s my solution..... SIGN KAEP #Justdoit,neutral,0.600312082711864
1621,Fri Sep 07 12:15:12 +0000 2018,@realDonaldTrump Nike! #Justdoit! 👍,neutral,0.6109512163763144
1622,Fri Sep 07 12:14:54 +0000 2018,@Nike commercial - awesome! People upset at this commercial should be upset at what is going on in the world. Lies becoming normal. Corruption. Racial profiling. Murder. Rape. Loss of liberties.  #JustDoIt,negative,0.6068798335151084
